OTUs,Domain,Phylum,Class,Order,Family,Genus
OTU_298,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae, D_5__Aquabacteriumuncultured beta proteobacterium
OTU_368,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae, D_5__Aquamicrobiumuncultured bacterium
OTU_1486,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured Aquicella sp.
OTU_1536,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured Aquicella sp.
OTU_576,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured Aquicella sp.
OTU_2113,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured Aquicella sp.
OTU_4797,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured Aquicella sp.
OTU_4148,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured Aquicella sp.
OTU_2178,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_2814,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_3910,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_4396,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_3321,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5348,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1397,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_3969,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1914,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_726,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1767,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_2800,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5233,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_3281,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_2994,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_635,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5051,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5602,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1331,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1112,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5572,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_2012,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_3224,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5479,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_330,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1286,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_3554,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_4638,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5443,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1526,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1213,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_2733,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1381,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_3379,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_3258,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1152,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_2790,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1611,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_965,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_2211,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5268,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_3644,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_4530,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5555,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5164,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_1202,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_4444,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_2170,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5336,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5253,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_2876,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_3805,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_4852,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_4641,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured bacterium
OTU_5383,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured Coxiellaceae bacterium
OTU_5264,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured gamma proteobacterium
OTU_4436,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured gamma proteobacterium
OTU_3819,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured gamma proteobacterium
OTU_778,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured gamma proteobacterium
OTU_1873,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured gamma proteobacterium
OTU_1954,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured proteobacterium
OTU_2767,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured soil bacterium
OTU_4882,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Aquicellauncultured soil bacterium
OTU_4568,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__Arcticibacteruncultured bacterium
OTU_501,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__Arcticibacteruncultured bacterium
OTU_403,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__Arcticibacteruncultured bacterium
OTU_5374,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__Arcticibacteruncultured bacterium
OTU_1686,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Arenibacteruncultured Bacteroidetes bacterium
OTU_456,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae, D_5__Arenimonasuncultured bacterium
OTU_753,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae, D_5__Arenimonasuncultured bacterium
OTU_1094,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae, D_5__Arenimonasuncultured Xanthomonadaceae bacterium
OTU_2643,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae, D_5__Armatimonasuncultured bacterium
OTU_2845,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae, D_5__Armatimonasuncultured beta proteobacterium
OTU_3114,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae, D_5__Armatimonasuncultured beta proteobacterium
OTU_3202,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae, D_5__Armatimonasuncultured beta proteobacterium
OTU_13,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae, D_5__ArsenophonusArsenophonus endosymbiont of Triatoma melanosoma
OTU_4845,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae, D_5__ArsenophonusArsenophonus endosymbiont str. Hangzhou of Nilaparvata lugens
OTU_7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae, D_5__Arsenophonusuncultured gamma proteobacterium
OTU_5241,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae, D_5__Arsenophonusuncultured proteobacterium
OTU_111,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae, D_5__ArthrobacterArthrobacter sp. W1
OTU_2595,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae, D_5__Arthrobacteruncultured bacterium
OTU_4792,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae, D_5__Arthrobacteruncultured bacterium
OTU_3581,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae, D_5__Arthrobacteruncultured bacterium
OTU_1200,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae, D_5__Asteroleplasmauncultured bacterium
OTU_4102,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae, D_5__Asteroleplasmauncultured bacterium
OTU_5244,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae, D_5__Asteroleplasmauncultured bacterium
OTU_1270,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__AsticcacaulisAsticcacaulis benevestitus DSM 16100 = ATCC BAA-896
OTU_993,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__Asticcacaulisuncultured bacterium
OTU_334,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae, D_5__Atopostipesuncultured bacterium
OTU_5208,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae, D_5__Atopostipesuncultured bacterium
OTU_5379,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae, D_5__AuraticoccusAuraticoccus monumenti
OTU_736,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae, D_5__Aureimonasuncultured bacterium
OTU_4855,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae, D_5__Aureimonasuncultured bacterium
OTU_1979,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae, D_5__Aureimonasuncultured bacterium
OTU_5130,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae, D_5__Aureimonasuncultured bacterium
OTU_1254,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae, D_5__Aureimonasuncultured bacterium
OTU_3496,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae, D_5__AvibacteriumPasteurellaceae bacterium C67
OTU_939,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae, D_5__AzorhizobiumAzorhizobium sp. pcnb-3
OTU_3802,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae, D_5__Azospirauncultured bacterium
OTU_3383,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__AzospirillumAzospirillum lipoferum
OTU_977,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__Azospirillumuncultured bacterium
OTU_62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, D_5__BacillusBacillus clausii
OTU_4400,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, D_5__BacillusBacillus decolorationis
OTU_44,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, D_5__BacillusBacillus licheniformis
OTU_6,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, D_5__Bacillusbacterium enrichment culture clone FeRB1
OTU_2706,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, D_5__BacillusHydrogenibacillus schlegelii
OTU_5040,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, D_5__Bacillusuncultured Bacillus sp.
OTU_783,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, D_5__Bacillusuncultured bacterium
OTU_144,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, D_5__Bacillusuncultured bacterium
OTU_2645,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, D_5__Bacillusuncultured bacterium
OTU_2711,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae, D_5__Bacteriovoraxuncultured delta proteobacterium
OTU_2344,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__BacteroidesBacteroides intestinalis DSM 17393
OTU_3962,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__BacteroidesBlattella germanica (German cockroach)
OTU_1013,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured bacterium
OTU_2118,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured bacterium
OTU_4943,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured bacterium
OTU_1075,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured bacterium
OTU_827,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured bacterium
OTU_1812,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured bacterium
OTU_2997,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured bacterium
OTU_133,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured bacterium
OTU_2972,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured bacterium
OTU_5193,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured bacterium
OTU_2369,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured Bacteroidaceae bacterium
OTU_3793,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured Bacteroidaceae bacterium
OTU_1044,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured Bacteroidetes bacterium
OTU_2795,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured organism
OTU_165,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae, D_5__Bacteroidesuncultured organism
OTU_42,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae, D_5__BartonellaCandidatus Bartonella ancashi
OTU_876,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae, D_5__Bartonellauncultured bacterium
OTU_232,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae, D_5__Bartonellauncultured Rhizobiales bacterium
OTU_2218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis, D_5__BauldiaBauldia consociata
OTU_2682,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis, D_5__Bauldiauncultured bacterium
OTU_4818,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis, D_5__Bauldiauncultured bacterium
OTU_4160,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis, D_5__Bauldiauncultured bacterium
OTU_4137,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae, D_5__BD1-7 cladeuncultured bacterium
OTU_4619,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae, D_5__BD1-7 cladeuncultured bacterium
OTU_2649,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__BdellovibrioBdellovibrio bacteriovorus
OTU_5344,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__BdellovibrioBdellovibrio bacteriovorus
OTU_3586,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__BdellovibrioBdellovibrio sp. oral clone CA006
OTU_2348,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_3557,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_1751,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_789,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_2215,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_2702,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_1403,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_3292,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_3001,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_4874,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_1645,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_5396,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_4106,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_3132,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_1676,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_2576,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_2221,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_4603,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_5607,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_3302,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_4773,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_3208,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_5614,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
OTU_3770,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae, D_5__Bdellovibriouncultured bacterium
