OTUs,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_1447,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,uncultured bacterium
OTU_5022,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured,uncultured bacterium
OTU_5587,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured,uncultured bacterium
OTU_986,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured,uncultured bacterium
OTU_1541,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured,uncultured bacterium
OTU_183,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured Pedobacter sp.
OTU_994,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Sphingobacterium antarcticus 4BY
OTU_4535,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Nubsella sp. EsD18
OTU_702,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. THG-DN6.8
OTU_3520,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. HME6837
OTU_533,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. HME8677
OTU_1100,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter herbaticus
OTU_369,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,uncultured bacterium
OTU_291,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,uncultured bacterium
OTU_1396,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Sphingobacteria bacterium WF20
OTU_4568,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured bacterium
OTU_501,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured bacterium
OTU_5492,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
OTU_1355,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,uncultured,uncultured bacterium
OTU_4708,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
OTU_403,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured bacterium
OTU_1592,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
OTU_5374,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured bacterium
OTU_2432,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
OTU_96,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
OTU_1368,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
OTU_1098,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pseudosphingobacterium,uncultured bacterium
OTU_333,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,Olivibacter sp. BS18
OTU_341,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,benzo[a]pyrene-degrading bacterium BPC8
OTU_4368,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,uncultured bacterium
OTU_443,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,uncultured bacterium
OTU_2511,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Nubsella sp. EsD18
OTU_4600,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,Parapedobacter koreensis
OTU_364,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,Olivibacter sp. BS18
OTU_246,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,uncultured bacterium
OTU_1638,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,uncultured bacterium
OTU_1056,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured Sphingobacteriaceae bacterium
OTU_5485,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
OTU_180,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. enrichment culture clone GIN723
OTU_556,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_5107,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_2439,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. JAS3
OTU_806,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_97,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_594,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. ACCC 05744
OTU_2334,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_1850,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,uncultured bacterium
OTU_3460,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,uncultured bacterium
OTU_476,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,uncultured compost bacterium
OTU_202,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,uncultured bacterium
OTU_309,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,uncultured bacterium
OTU_1015,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,uncultured bacterium
OTU_2356,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,Sphingobacterium sp. H7
OTU_4947,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium wenxiniae
OTU_5445,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_3105,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_2494,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_4485,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,uncultured,uncultured bacterium
OTU_1285,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_151,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium shayense
OTU_3723,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium shayense
OTU_1366,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_1593,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_253,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_5294,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_1235,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_1985,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium
OTU_158,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,uncultured,uncultured bacterium
OTU_734,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
OTU_3922,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,uncultured,uncultured bacterium
OTU_1688,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,uncultured Solitalea sp.
OTU_4278,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
OTU_1921,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
OTU_5057,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured Bacteroidetes bacterium,
OTU_5109,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
OTU_2143,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
OTU_1568,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
OTU_4787,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
OTU_5586,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
OTU_5450,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
OTU_4252,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured Sphingobacterium sp.,
OTU_3903,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
OTU_2507,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
OTU_2857,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
OTU_4788,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,FFCH9454,uncultured bacterium,
OTU_3715,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,AKYH767,uncultured bacterium,
OTU_4871,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,AKYH767,uncultured bacterium,
OTU_3666,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rs-E47 termite group,uncultured bacterium,
OTU_3810,Bacteria,Bacteroidetes,Bacteroidetes BD2-2,uncultured bacterium,,,
OTU_1591,Bacteria,Bacteroidetes,Bacteroidetes VC2.1 Bac22,uncultured bacterium,,,
OTU_2415,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,CWT CU03-E12,uncultured bacterium,
OTU_836,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,uncultured bacterium
OTU_3841,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Crocinitomix,uncultured bacterium
OTU_5404,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Crocinitomix,uncultured bacterium
OTU_3734,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured bacterium
OTU_4519,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured bacterium
OTU_877,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured bacterium
OTU_1158,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured bacterium
OTU_3023,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured bacterium
OTU_2294,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured bacterium
OTU_2375,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured bacterium
OTU_2598,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured bacterium
OTU_1453,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured bacterium
OTU_4449,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured Fluviicola sp.
OTU_2667,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured Bacteroidetes bacterium
OTU_4044,Bacteria,Bacteroidetes,Bacteroidetes VC2.1 Bac22,uncultured bacterium,,,
OTU_960,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorpha,uncultured Bacteroidetes bacterium
OTU_3685,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia hongkongensis DSM 17368
OTU_3079,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,KD3-93,uncultured bacterium,
OTU_2566,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,KD3-93,uncultured Bacteroidetes bacterium,
OTU_5237,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,KD3-93,uncultured bacterium,
OTU_5343,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,KD3-93,uncultured bacterium,
OTU_4373,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,KD3-93,uncultured Bacteroidetes bacterium,
OTU_4019,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium,
OTU_2025,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium,
OTU_3142,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
OTU_3111,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
OTU_3108,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,unidentified marine bacterioplankton,
OTU_3571,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium,
OTU_5055,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium,
OTU_1766,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
OTU_1185,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium,
OTU_3327,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium,
OTU_3213,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
OTU_4061,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
OTU_2047,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
OTU_1146,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured soil bacterium,
OTU_1218,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
OTU_5035,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
OTU_5537,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
OTU_2466,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_3556,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured Saprospiraceae bacterium
OTU_2234,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_5178,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_2124,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_3538,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_610,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,uncultured bacterium
OTU_773,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_550,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_2018,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_2924,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_969,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_457,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_915,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_2627,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_769,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_2822,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,uncultured bacterium
OTU_520,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,uncultured bacterium
OTU_919,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_1051,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured Chitinophaga sp.
OTU_917,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_679,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,uncultured bacterium
OTU_676,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_1765,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_4534,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_1772,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_814,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_1031,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,uncultured bacterium
OTU_2106,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_3322,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_1358,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_2923,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_4071,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_5584,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_4452,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_2300,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_1468,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_393,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_3437,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,Flavitalea sp. KIS20-3
OTU_4177,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,Niastella sp. Gsoil 221
OTU_339,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OTU_692,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,uncultured bacterium
OTU_538,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,uncultured bacterium
OTU_3778,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,uncultured bacterium
OTU_812,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_4342,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_2652,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,Terrimonas sp. R9-86
OTU_250,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niabella,Niabella ginsengisoli
OTU_1780,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Ferruginibacter,uncultured bacterium
OTU_474,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,uncultured bacterium
OTU_1608,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,uncultured bacterium
OTU_1509,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,uncultured bacterium
OTU_3537,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,Segetibacter koreensis DSM 18137
OTU_2564,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,uncultured bacterium
OTU_1600,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,uncultured bacterium
OTU_5185,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,uncultured bacterium
OTU_508,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,uncultured Sphingobacteriales bacterium
OTU_2516,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,uncultured bacterium
OTU_277,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,uncultured bacterium
OTU_2913,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium,uncultured bacterium
OTU_212,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured Sphingobacteria bacterium
OTU_1349,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_1472,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Ferruginibacter,uncultured Bacteroidetes bacterium
OTU_3677,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OTU_1937,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OTU_150,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OTU_522,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,Flavisolibacter sp. BS9-5-6
OTU_2676,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OTU_1969,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OTU_944,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OTU_4223,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_442,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,uncultured Chitinophagaceae bacterium
OTU_280,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OTU_1372,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OTU_4397,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
